age,education,default,balance,housing,loan,day,duration,campaign,pdays,previous,deposit,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,contact_cellular,contact_telephone,contact_unknown,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,contacted_before,balance_bin,contact_intensity,age_group
-0.8589011121696749,3,0,-0.25595960036242194,1,0,-0.9094663503711354,1.6450160373910498,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,471.5,1
-0.5231288275322851,3,0,0.7157423428425357,1,0,-0.9094663503711354,2.0512240062549103,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1084.0,1
-0.7749580410103275,1,0,-0.28448435427909585,1,0,-0.9094663503711354,0.486891189991958,0.1805975947792827,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,180.33,1
0.6520741686985795,2,0,-0.47640633987063025,1,0,-0.9094663503711354,2.1520557715757267,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1119.0,2
-0.01947040057620028,2,0,-0.45687308447116876,1,0,-0.9094663503711354,2.1549366791563216,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,560.0,2
0.6520741686985795,2,0,-0.421837245421341,1,1,-0.9094663503711354,0.4062257777353048,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,513.0,2
-1.1107303256477175,2,0,-0.23053536317582124,1,0,-0.9094663503711354,0.2016813395130772,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,221.0,0
0.14841574174249464,3,0,0.16695088161956984,1,0,-0.9094663503711354,1.1062863198198305,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,756.0,2
0.14841574174249464,3,0,-0.3536258773597294,1,0,-0.9094663503711354,4.9407743095914505,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1043.5,2
0.14841574174249464,1,0,-0.5334558477039781,1,0,-0.9094663503711354,2.1549366791563216,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,560.0,2
-0.35524268521359015,2,0,-0.3557962390707807,1,0,-0.9094663503711354,1.7660141557760294,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,492.5,1
-0.5231288275322851,2,0,-0.4615238595662786,1,0,-0.7907066151982554,0.7058401661171594,0.5479805641480366,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,154.25,1
-0.8589011121696749,3,0,-0.46710478968041047,1,0,-0.7907066151982554,0.3197985503174622,0.1805975947792827,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,161.0,1
0.14841574174249464,2,0,-0.4729957714675497,1,0,-0.7907066151982554,1.6046833312627231,0.1805975947792827,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,309.67,2
-0.8589011121696749,2,0,-0.37874006287332274,1,0,-0.7907066151982554,0.4782484672501737,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,538.0,1
-1.1107303256477175,2,0,-0.2385967066740117,1,0,-0.7907066151982554,0.9737645711124717,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,710.0,0
-0.7749580410103275,2,1,-0.47423597815957896,1,0,-0.7907066151982554,0.8095528390185707,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,653.0,1
1.5754479514514015,1,0,-0.4537725677410955,1,0,-0.7907066151982554,1.889893181741604,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,514.0,3
-1.2786164679664123,2,0,-0.448501689299971,1,0,-0.7907066151982554,0.8124337465991653,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,654.0,0
-0.10341347173554775,2,0,-0.4708254097564984,1,0,-0.7907066151982554,3.802815815256522,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,846.0,1
-0.69101496985098,1,0,-0.35300577401371475,1,0,-0.7907066151982554,0.8441237299857077,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,332.5,1
-0.7749580410103275,3,0,-0.37749985618129345,0,0,-0.43442740967961524,1.1091672274004252,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,378.5,1
-0.5231288275322851,1,0,-0.34556453386153896,0,0,-0.3156676745067352,0.38029760950995206,0.5479805641480366,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,126.0,1
-0.69101496985098,2,0,-0.47237566812153503,1,0,-0.3156676745067352,2.806021792370736,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1346.0,1
-0.2712996140542427,3,0,-0.4370297773986999,1,0,-0.3156676745067352,0.5646756946680164,0.5479805641480366,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,142.0,1
-1.5304456814444547,1,0,-0.4726857197945423,1,0,-0.3156676745067352,0.06627868322512369,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,197.5,0
1.5754479514514015,1,0,-0.08264071515132705,1,1,-0.3156676745067352,1.8524413831938722,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1015.0,3
0.568131097539232,3,0,0.13036478420470546,1,0,-0.3156676745067352,0.8959800664364133,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,341.5,2
0.3163018840611896,3,0,-0.5963963373244652,1,0,-0.3156676745067352,0.28234675176973034,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,470.0,2
-0.4391857563729376,2,0,-0.11271572743303762,1,0,-0.3156676745067352,1.8121086770655455,0.5479805641480366,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,250.25,1
0.9039033821766218,0,0,0.22058982104983713,1,0,-0.3156676745067352,1.3626870944927636,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,845.0,2
-0.5231288275322851,1,0,-0.380910424584374,1,0,-0.3156676745067352,1.6507778525522392,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,472.5,1
0.14841574174249464,2,0,0.5445938193424921,1,0,-0.3156676745067352,3.88636213509377,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,860.5,2
0.9039033821766218,2,0,0.7424067867211657,1,0,-0.19690793933385514,1.642135129810455,0.1805975947792827,-0.48118405401369996,-0.3632598446560345,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,314.0,2
0.9878464533359693,1,0,-0.02652136233700117,1,0,-0.19690793933385514,0.29963219725329887,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,476.0,2
0.568131097539232,1,0,-0.4664846863343958,1,0,-0.19690793933385514,1.325235295945032,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,832.0,2
-0.01947040057620028,1,0,0.02773768043928077,1,0,-0.19690793933385514,3.402369661553851,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1553.0,2
-0.18735654289489523,3,0,-0.3136292115417844,1,1,-0.19690793933385514,2.7541654559200306,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1328.0,1
1.491504880292054,2,0,-0.002337331842429791,1,1,-0.19690793933385514,2.169341217059295,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,562.5,3
-0.01947040057620028,2,0,0.40134994641310784,1,0,-0.19690793933385514,1.4001388930404954,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,858.0,2
0.568131097539232,2,0,-0.03830332591127953,1,0,-0.19690793933385514,0.7404110570842964,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,314.5,2
-0.10341347173554775,2,0,0.002003391579672764,1,0,-0.19690793933385514,0.9564791256289031,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,704.0,1
0.568131097539232,2,0,0.02091654363311961,1,0,-0.19690793933385514,1.1178099501422094,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,760.0,2
1.5754479514514015,1,0,0.004173753290724041,1,0,-0.19690793933385514,1.607564238843318,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,930.0,3
-0.10341347173554775,0,0,0.6583827833361805,1,0,-0.19690793933385514,1.889893181741604,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,514.0,1
1.3236187379733593,3,0,-0.47423597815957896,0,0,-0.19690793933385514,1.3770916323957374,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,425.0,3
0.8199603110172744,2,0,1.7522450857060246,1,0,-0.19690793933385514,1.5989215161015335,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,927.0,2
-0.01947040057620028,2,0,1.1665574753951868,1,0,-0.19690793933385514,3.0278516760765326,0.1805975947792827,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,474.33,2
-0.01947040057620028,2,0,-0.044814411044433365,1,0,-0.0781482041609751,2.2759347975413013,0.5479805641480366,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,290.5,2
0.9039033821766218,1,0,-0.5331457960309708,1,0,-0.0781482041609751,1.1034054122392356,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,755.0,2
1.491504880292054,1,0,-0.3747093911242275,1,0,-0.0781482041609751,0.9305509574035503,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,695.0,3
0.23235881290184213,0,0,-0.42865838222750213,1,0,-0.0781482041609751,0.3197985503174622,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,483.0,2
0.6520741686985795,1,0,-0.3681983059910737,1,1,-0.0781482041609751,0.42639213079946814,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,260.0,2
-0.10341347173554775,1,0,-0.4767163915436376,1,0,-0.0781482041609751,1.5787551630373704,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,460.0,1
-0.01947040057620028,1,0,-0.5688017384268133,1,0,-0.0781482041609751,0.36877397918757304,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,500.0,2
0.23235881290184213,3,0,0.9461107358869785,1,0,-0.0781482041609751,1.5528269948120175,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,455.5,2
1.5754479514514015,1,0,-0.3768797528352788,1,0,-0.0781482041609751,1.5787551630373704,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,460.0,3
-1.0267872544883698,3,0,2.805180567238901,0,0,-0.0781482041609751,2.454551067538176,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,612.0,0
-0.01947040057620028,1,0,-0.5461679662972785,1,0,-0.0781482041609751,2.258649352057733,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,578.0,2
-0.01947040057620028,1,0,0.2866308274003974,1,0,-0.0781482041609751,1.9590349636758781,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1052.0,2
0.06447267058314718,2,0,-0.05101544450457987,1,0,-0.0781482041609751,4.306974641860604,1.2827465028855445,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,311.17,2
-0.4391857563729376,0,0,-0.3868014063715132,1,0,0.040611531011904956,0.41198759289649434,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,515.0,1
-0.18735654289489523,3,0,-0.44478106922388305,1,1,0.040611531011904956,1.2704980519137314,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,813.0,1
-0.8589011121696749,3,0,-0.4292784855735168,1,0,0.040611531011904956,0.87581371337225,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,676.0,1
-1.2786164679664123,2,0,-0.3976532149267696,1,0,0.040611531011904956,2.221197553510001,0.1805975947792827,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,381.0,0
-0.8589011121696749,2,0,-0.4454011725698977,1,0,0.040611531011904956,0.9103846043393871,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,688.0,1
-1.0267872544883698,2,0,-0.42338750378637763,1,1,0.040611531011904956,1.241688976107784,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,803.0,0
-0.35524268521359015,2,0,-0.4587333945092127,1,0,0.040611531011904956,0.711601981278349,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,309.5,1
-0.69101496985098,2,0,-0.602907422457619,1,0,0.040611531011904956,1.1379763032063728,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,383.5,1
-1.4465026102851073,2,0,-0.3471147922265756,1,0,0.040611531011904956,1.5557079023926124,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,912.0,0
0.7360172398579269,2,0,-0.36137716918491253,1,0,0.040611531011904956,2.7887363468871675,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1340.0,2
-1.1946733968070649,3,0,0.6751255736785761,1,0,0.040611531011904956,1.512494288683691,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,897.0,0
